user_id,investment_universe,ai_derived_expertise,is_active,created_at,updated_at,survey_answers,capital,risk_tolerance
2381a8f8-74ca-4adb-89e5-16c8b502a507,"[""Real Estate"",""Financials & Fintech""]",advanced,true,2026-05-14 09:16:31.914567+00,2026-05-14 09:16:31.914567+00,"{""demo_age"":""45_54"",""demo_gender"":""male"",""demo_income"":""tier_5"",""q_game_show"":""2"",""q_inflation"":""2"",""q_word_risk"":""1"",""demo_marital"":""married"",""demo_education"":""graduate"",""q_bond_rotation"":""4"",""q_vacation_loss"":""3"",""q_financial_math"":""2"",""q_geologist_mine"":""3"",""q_diversification"":""1"",""q_friend_describe"":""1"",""q_worst_best_case"":""2"",""q_experience_comfort"":""2"",""q_unexpected_windfall"":""2"",""q_portfolio_allocation"":""1"",""q_financial_knowledge_self"":""5"",""q_investment_participation"":""9""}",10000000,Moderate Growth Investor
291755b4-a50c-483a-8e80-7c1d5edba43c,"[""Healthcare & Biotech""]",intermediate,true,2026-05-14 12:19:27.908738+00,2026-05-14 12:19:27.908738+00,"{""demo_age"":""65_74"",""demo_gender"":""male"",""demo_income"":""tier_5"",""q_game_show"":""2"",""q_inflation"":""2"",""q_word_risk"":""2"",""demo_marital"":""partner"",""demo_education"":""graduate"",""q_bond_rotation"":""3"",""q_vacation_loss"":""2"",""q_financial_math"":""2"",""q_geologist_mine"":""2"",""q_diversification"":""3"",""q_friend_describe"":""3"",""q_worst_best_case"":""2"",""q_experience_comfort"":""2"",""q_unexpected_windfall"":""3"",""q_portfolio_allocation"":""2"",""q_financial_knowledge_self"":""3"",""q_investment_participation"":""8""}",1000000,Conservative Investor
401434b1-9837-4bde-b5ac-c9ade108b0c0,"[""Technology & AI""]",novice,true,2026-05-07 21:45:14.2408+00,2026-05-07 21:45:14.2408+00,"{""sliders"":{""q_control"":50,""q_time_horizon"":50,""q_risk_vs_reward"":50,""q_financial_literacy"":50},""scenarios"":{""q_windfall"":""index_fund"",""q_hype_trend"":""momentum"",""q_market_crash"":""ignore"",""q_ai_relationship"":""mentor""},""explicit_risk"":""Moderate""}",50000,Moderate
50e59e3b-c5b8-4c89-9d2f-b56ed4735560,"[""Real Estate"",""Healthcare & Biotech"",""Financials & Fintech""]",novice,true,2026-05-14 16:15:17.817357+00,2026-05-14 16:15:17.817357+00,"{""demo_age"":""25_34"",""demo_gender"":""female"",""demo_income"":""tier_2"",""q_game_show"":""3"",""q_inflation"":""1"",""q_word_risk"":""2"",""demo_marital"":""widowed"",""demo_education"":""bachelors"",""q_bond_rotation"":""2"",""q_vacation_loss"":""2"",""q_financial_math"":""1"",""q_geologist_mine"":""2"",""q_diversification"":""3"",""q_friend_describe"":""1"",""q_worst_best_case"":""2"",""q_experience_comfort"":""2"",""q_unexpected_windfall"":""3"",""q_portfolio_allocation"":""2"",""q_financial_knowledge_self"":""2"",""q_investment_participation"":""7""}",100,Aggressive
5d0e74eb-03b2-4270-a7dd-68189cb0e82f,"[""Financials & Fintech""]",intermediate,true,2026-05-14 09:05:34.740776+00,2026-05-14 09:05:34.740776+00,"{""demo_age"":""45_54"",""demo_gender"":""female"",""demo_income"":""tier_4"",""q_game_show"":""4"",""q_inflation"":""3"",""q_word_risk"":""2"",""demo_marital"":""married"",""demo_education"":""bachelors"",""q_bond_rotation"":""4"",""q_vacation_loss"":""3"",""q_financial_math"":""3"",""q_geologist_mine"":""2"",""q_diversification"":""3"",""q_friend_describe"":""4"",""q_worst_best_case"":""3"",""q_experience_comfort"":""3"",""q_unexpected_windfall"":""2"",""q_portfolio_allocation"":""2"",""q_financial_knowledge_self"":""2"",""q_investment_participation"":""7""}",10000000,Aggressive Growth Investor
8ccf4bf2-4e53-42dd-91cc-73e47aaa75fe,"[""Technology & AI"",""Consumer Discretionary""]",novice,true,2026-05-14 16:32:46.353743+00,2026-05-14 16:32:46.353743+00,"{""demo_age"":""65_74"",""demo_gender"":""male"",""demo_income"":""tier_2"",""q_game_show"":""2"",""q_inflation"":""3"",""q_word_risk"":""2"",""demo_marital"":""married"",""demo_education"":""bachelors"",""q_bond_rotation"":""3"",""q_vacation_loss"":""3"",""q_financial_math"":""3"",""q_geologist_mine"":""4"",""q_diversification"":""1"",""q_friend_describe"":""1"",""q_worst_best_case"":""2"",""q_experience_comfort"":""1"",""q_unexpected_windfall"":""2"",""q_portfolio_allocation"":""2"",""q_financial_knowledge_self"":""1"",""q_investment_participation"":""9""}",1000000,Moderate
c2a270bc-d7f4-4f74-867b-361cda98220d,"[""Technology & AI"",""Digital Assets""]",novice,true,2026-05-14 09:08:57.665961+00,2026-05-14 09:08:57.665961+00,"{""sliders"":{""q_control"":20,""q_time_horizon"":88,""q_risk_vs_reward"":81,""q_financial_literacy"":17},""scenarios"":{""q_windfall"":""safe_yield"",""q_hype_trend"":""momentum"",""q_market_crash"":""panic_sell"",""q_ai_relationship"":""mentor""},""explicit_risk"":""Conservative""}",10000,Conservative
d1baa962-b433-43a8-a6ba-4d3255b36a9b,"[""Technology & AI"",""Healthcare & Biotech"",""Financials & Fintech""]",novice,true,2026-05-12 17:33:34.888625+00,2026-05-12 17:33:34.888625+00,"{""sliders"":{""q_control"":17,""q_time_horizon"":59,""q_risk_vs_reward"":81,""q_financial_literacy"":32},""scenarios"":{""q_windfall"":""index_fund"",""q_hype_trend"":""contrarian"",""q_market_crash"":""panic_sell"",""q_ai_relationship"":""bottom_line""},""explicit_risk"":""Conservative""}",10000,Conservative
d74923f3-f45b-4a21-b73f-722356e8ec10,"[""Digital Assets""]",intermediate,true,2026-05-14 16:07:37.572885+00,2026-05-14 16:07:37.572885+00,"{""demo_age"":""35_44"",""demo_gender"":""male"",""demo_income"":""tier_4"",""q_game_show"":""2"",""q_inflation"":""2"",""q_word_risk"":""1"",""demo_marital"":""married"",""demo_education"":""graduate"",""q_bond_rotation"":""4"",""q_vacation_loss"":""2"",""q_financial_math"":""2"",""q_geologist_mine"":""1"",""q_diversification"":""3"",""q_friend_describe"":""2"",""q_worst_best_case"":""3"",""q_experience_comfort"":""2"",""q_unexpected_windfall"":""3"",""q_portfolio_allocation"":""1"",""q_financial_knowledge_self"":""3"",""q_investment_participation"":""7""}",1000000,Moderate
d7593d52-b416-42ea-95c8-8d183aade83c,"[""Technology & AI"",""Healthcare & Biotech"",""Financials & Fintech""]",intermediate,true,2026-05-09 18:54:06.991612+00,2026-05-09 18:54:06.991612+00,"{""sliders"":{""q_control"":28,""q_time_horizon"":66,""q_risk_vs_reward"":81,""q_financial_literacy"":34},""scenarios"":{""q_windfall"":""safe_yield"",""q_hype_trend"":""fundamentals"",""q_market_crash"":""panic_sell"",""q_ai_relationship"":""quant""},""explicit_risk"":""Moderate""}",50000,Moderate
