id,asset_id,sentiment_score,confidence_score,reasoning_trace,hype_penalty,created_at,run_id,rank,quant_score,beta,risk_penalty,macd,macd_histogram,rsi,sharpe_ratio,volatility,sources,bullish_posts,bearish_posts,price_at_run
033a304d-9b8b-486c-9435-030de7df76d7,a0000000-0000-0000-0000-000000000005,56,75.5,"First Solar (FSLR) is a good investment option right now because its technical signals, such as the MACD Signal, are showing a ""bullish crossover"", which means the stock is likely to go up in value. With a relatively low risk level, indicated by a beta of 0.76 (which means it's less volatile than the overall market), and a positive sentiment score, FSLR seems like a promising choice for moderate investors like you.",0,2026-05-15 21:03:51.463787+00,97deff15-27b4-4c12-bde6-48d52022ac92,3,95,0.7578242920798816,0,bullish_crossover,2.746365978364505,63.51833480559893,3.6942663945676038,0.4359614974498827,Stocktwits,18,11,0.0
0623dfd1-a5d5-48b5-8da7-309d8c3a1117,41e8a62f-fa5a-4237-886a-a7aa3c431e6b,58,76.5,"BlackRock (BLK) is a good investment option right now because its technical signals, such as the MACD (a tool that helps track an asset's momentum) and Sharpe Ratio (a measure of how well an investment performs compared to its risk), are showing positive signs, indicating the stock has strong growth potential. With a moderate risk profile and a relatively positive market sentiment, BLK seems like a solid choice for investors looking for a stable investment with potential for long-term growth.",0,2026-05-15 21:03:51.463787+00,97deff15-27b4-4c12-bde6-48d52022ac92,2,95,1.6907053674138923,0,bullish_crossover,0.35837421355240195,59.72675637870289,4.144807790592655,0.2551020288437453,Stocktwits,18,12,0.0
0b0a0cf4-bdce-4d71-befb-3cddba00b33f,d634afae-aa59-4ee8-b09a-8ccd9899e4c6,50,70,"With a relatively neutral sentiment score and balanced bullish/bearish post ratio, LLY's moderate ranking is supported by its bullish MACD crossover and respectable Sharpe Ratio of 1.70, indicating a favorable risk-adjusted return profile. The stock's beta of 0.94 and RSI of 59.57 suggest a relatively stable and undervalued position, making it an attractive consideration for moderate-risk investors.",0,2026-05-15 10:10:27.880614+00,82ee23a5-f79f-465a-b9b7-82597e9cdf88,3,90,0.9351224334436776,0,bullish_crossover,9.090910957004422,59.57280969330192,1.6962029316689813,0.4106603537280909,"{""stocktwits"":30}",16,14,
0d6c0460-c906-4add-afdd-e7c8aeb49de0,a0000000-0000-0000-0000-000000000005,55,75,"First Solar (FSLR) is a good investment option right now because its technical signals, such as the MACD Signal, are showing a ""bullish crossover"", which means the stock is likely to go up in value. With a moderate risk profile and a relatively positive market sentiment, FSLR seems like a stable choice, but it's essential to keep an eye on it as the sentiment score is only slightly above average, at 55 out of 100.",0,2026-05-16 07:06:29.975809+00,14789b2b-4409-40cf-877e-9a89796e7f0e,3,95,0.7578242920798816,0,bullish_crossover,2.746365978364505,63.51833480559893,3.6942663945676038,0.4359614974498827,Stocktwits,17,12,0.0
0d71ad41-3ace-41c8-a2f9-288d29049843,a7d87255-b69a-40de-8792-465aa745d119,51,73,"Based on the current data, GS is a relatively strong investment option because its technical signals, such as the MACD Signal, are showing a ""bullish crossover"", which means the stock is likely to go up. With a moderate risk profile and a sentiment score slightly in favor of bullish investors, GS seems like a decent choice for those looking to invest, but as with any investment, it's essential to do your own research and consider your own risk tolerance.",0,2026-05-15 21:03:51.463787+00,97deff15-27b4-4c12-bde6-48d52022ac92,5,95,1.6324848118287711,0,bullish_crossover,1.702014646794094,57.2001886983679,3.009752240737907,0.26763688043778544,Stocktwits,17,13,0.0
10043d5c-1ad0-4bb3-ad9e-5765dbae8c56,a7d87255-b69a-40de-8792-465aa745d119,51,73,"You might consider investing in GS because its technical signals, such as the MACD Signal, are showing a ""bullish crossover"" (meaning the stock is likely to go up), and its Sharpe Ratio (a measure of how well an investment performs compared to its risk) is relatively high at 3.01. Overall, GS seems like a decent choice, with moderate market sentiment and no major risk penalties, making it a relatively stable option for a moderate investor like you.",0,2026-05-16 07:06:29.975809+00,14789b2b-4409-40cf-877e-9a89796e7f0e,5,95,1.6324848118287711,0,bullish_crossover,1.702014646794094,57.2001886983679,3.009752240737907,0.26763688043778544,Stocktwits,17,13,0.0
17774927-4822-4b65-851b-b51b9906e940,a0000000-0000-0000-0000-000000000002,61,78,"ICLN is a promising investment because its technical signals, such as the ""Relative Strength Index"" (a measure of how fast an investment's price is changing), and ""MACD"" (a trend-following tool), are showing positive signs, indicating the stock might keep going up. With a moderate risk profile and a relatively strong market sentiment, ICLN seems like a good choice for investors who are looking for a potentially stable growth opportunity.",0,2026-05-16 07:06:29.975809+00,14789b2b-4409-40cf-877e-9a89796e7f0e,2,95,1.3162319706504586,0,bullish_crossover,0.053735517467687455,65.4606846670554,6.219401569713829,0.27927769654534407,Stocktwits,20,7,0.0
214664ec-0b29-4cde-b890-9f6d7b39275e,6d7d4952-f54d-4645-a5c2-64f828bc9b2f,54,69.5,"GILD's relatively neutral RSI reading of 45.80, combined with a bullish MACD crossover, suggests a potential buying opportunity, although its negative Sharpe Ratio indicates significant volatility-adjusted underperformance. With a moderate beta of 0.63 and a sentiment score of 54, GILD's ranking is likely influenced by its balanced risk profile and mildly positive market sentiment, making it a viable consideration for moderate-risk investors.",0,2026-05-15 10:10:27.880614+00,82ee23a5-f79f-465a-b9b7-82597e9cdf88,5,85,0.6262243776428943,0,bullish_crossover,0.33456692127175924,45.795764898862345,-2.297428394343743,0.2120250992822107,"{""stocktwits"":30}",16,10,
248465d5-a13c-4b57-aa42-2e0db911f9db,b48557c3-ce63-4af2-9c8e-5f54043f02b1,58,76.5,"Plug Power (PLUG) is a good investment option right now because its technical signals, such as the MACD (a tool that helps track price trends), are showing a ""bullish crossover"" which means the stock might go up. With a relatively low risk level (its ""beta"" of 0.59 means it's less volatile than the overall market) and a positive market sentiment, PLUG seems like a promising choice for moderate investors like you.",0,2026-05-16 13:04:23.982435+00,2a6aec25-8312-46fc-a671-2529742f98b8,3,95,0.5853646553274059,0,bullish_crossover,0.05725414554014213,57.334858979910074,3.591252456320753,0.9349117235728341,Stocktwits,16,11,0.0
25f2f042-059d-42e8-9b3f-84875552901e,b48557c3-ce63-4af2-9c8e-5f54043f02b1,52,73.5,"Plug Power (PLUG) is a relatively stable investment option, with a low risk level (beta of 0.59, which means it's less volatile than the overall market) and a strong potential for growth, as shown by its bullish technical signals. This makes it a decent choice for moderate investors, despite somewhat mixed market sentiment, as it seems to balance risk and potential returns fairly well.",0,2026-05-15 21:03:51.463787+00,97deff15-27b4-4c12-bde6-48d52022ac92,4,95,0.5853646553274059,0,bullish_crossover,0.05725414554014213,57.334858979910074,3.591252456320753,0.9349117235728341,Stocktwits,13,16,0.0
